video_id,cleaned_transcript,labels,generated_labels
_f7gBndUhjk,bob celebr come diggi discount drink eleven hey honeydew mommi outlet piglet rout scotti tobuscu wiser,"[0, 1, 27]",
BiBCU7iNaG8,add butter cup cutter dessert dough flour melt mixtur roughli scone selfrais size spoon sugar tablespoon,"[11, 20, 22, 32, 176, 211, 321, 576]",
0Yk0VNGK6BY,applaus death got morn music oh,"[5, 16]",
9BcoqL0Wl4I,che fore god music spe spee speee,"[0, 1, 33]",
s8XzcYxV1nc,bp didn eventu experi harri llywelyn occas paint patch poignant portrait quit select sitter subject tangent time work,"[49, 80, 127, 612]",
JUWFeIgyLJo,ac amp amplifi coverag extend network power rang rea signal wifi wireless,[974],
zHT6uRIUnIU,amundsen andrew ankl bogut bynum defens delfino fella friday gw iguodala jame lebron number season seven smith stuff underneath,"[0, 52, 70, 125]",
Kjj2puB63DU,applaus hey never oh put,[12],
G0ktJwdVXNs,ah candic care dont fine go high honey huh ill murnston oh okay room school sinc uh um yeah,"[15, 26, 445, 466]",
E_reAUO7z18,arrow cau death dont etern ill kill lord music never nightmar problem swear want,"[49, 418, 725, 1108]",
E__V3tetgMM,foreign hey um ye,"[26, 64, 149, 729]",
EcKxeYF8Fcw,coil engin green ground jiggl posit proper pulsat red stall suppos wire,"[2, 7, 90, 1386, 2552]",
yHpL7B7wl30,aim bot develop drill enemi gunfight hardcor kill lap map react rhythm sight sprint want,"[0, 1, 36, 153, 367]",
TbgfkTBxgNg,bottom card deck diamond eight envelop put take tap trick,"[217, 600]",
G9X1_OT2LA0,bottl br cant chase dollar dont go im imma job let mad squad st swag team that tri,[14],
nBU1JflFllY,aqua black inner jordan mainli materi midsol nubuck nylon perfor purpl rais red right sneaker strap teal tongu yellow,"[66, 148, 253, 271]",
9UY6nhswg0Q,apocalypt atmospher charact coop event human insomnia outcom player project realtim rpg station storytel,"[0, 1]",
9_Exw-OMVzw,ad amount cabbag celeri cooker diet drink eat fourth gm green humong mishap multi onion ounc pepper saut skim solver soup unlimit vinegar wonder,"[11, 20, 22, 29, 32, 112, 543, 2184]",
I3Xx_02VBok,big bind boulder brewer buddi chunkin crank drop fender fit go got im line moli okay passeng rock scrape sit squeez think tight tot wheel your,"[2, 95, 135, 297]",
Hmq-zb9ghH8,area call iphon megabit network nexu per provid roam second sol tmobil uncondit video,"[21, 23, 24, 684]",
N6TsDAURvjg,articul bend black could doesnt even finger individu insid know po right see small tentacl uh um unbox yeah,"[26, 199, 354]",
X1mrNUiEWmo,applaus dude gra heiz hey music,[12],
Xtp3hC90CdY,applaus break centi doesnt gascoin go hs jy liv live matter music nether penalti shel spot supp suppos tell told,[0],
2r9ncucdPvA,fore hous man music name need nobodi te tech upu want,[14],
m9jHQuT2hwU,beneath confess feel like monster must wass,"[379, 735]",
eBx9mYEmPyQ,applaus high light music oh proud shine sky,[640],
79IdbLhldm4,battl big block buff cabaret cant centi combo crossup damag dead dizzi eh fter go gotcha hakan hansen hime holi hs jab mash molest oili sakura stage toe underag wrong,"[0, 1, 69, 236, 404, 568, 589]",
Fb9-2wxctqQ,angri applaus bx charli coic de dead deaf dude guy guyss hacker lay oh shoot smallvil wow yeah your,"[0, 1, 1768]",
KeG2G5gzn2Q,astray believ bibl book church fals find god know question read reveal say scriptur timothi truth word,[816],
Ensl8PcgzWs,aint blue dream fbi feel happi music oh rhyme sad time,"[9, 34, 1109]",
Epr5uIG3txE,ab back bodi brace circuit dumbbel elbow exercis forward glute go immedi keep leg row second shoulder split squat stanc tight tricep trx your,"[100, 161, 548, 1223]",
MBAw_T7W8e4,beer constip face guy ladi lawn like look old plain sergeant tissu toilet young,"[0, 1]",
U0AHaq1-gEc,ben caner cant cuz dean dick dinner dont emerg famili get grownup home im liar life like mom one pick pl ridicul say someon sorri think vote whatev youll your zombi,[1075],
uYlF87J3wL8,access actual allwheel bmw car comfort dock drive engin horsepow iphon ipod park realli rpm seri turbo twin,"[2, 7, 104, 174, 213, 458]",
Q4tq_zhkcck,airbag angl arrow center clip clock littl pop spring steer tool undo wheel white,"[2, 7, 437, 1155]",
QBZ7VWekKts,babi blenc brightli chistma christma dont ever make need oh sing toab tree true want wish,"[4, 10, 13, 28, 33, 38]",
c_dHELD_8oU,anyth artisan attach bowl choos clean color come cream easili enfold ice keep kitchen kitchenaid long make maker mean mine mix mixer one realli tilt um use whip worth,"[11, 20, 22, 341, 1928]",
6XWgw2zt_hA,applaus fore la lae music,"[3, 4]",
XVKX6VB2u84,aliv bright care chanc dad everi hand ill last life long moment myer oni promis saor save savor take tonight,"[0, 1, 219]",
XV-57_vsm2c,basic bit bulb come daffodil garden got ive kind like littl mud plant show slate success tulip um veg yada,[276],
acVLSIOfXkU,music,"[0, 1, 561]",
nNCKsz24R3Q,art colour conflict cours cut express franc harmoni hed icaru matiss paint painter paper said,"[49, 127, 1199]",
O2rUS0BSSm8,arm call daughter father glor gloriou love music oh run son sung unto way,"[4, 9, 10]",
O2glpjaHLoE,bridg corey dna fretboard guitar kojo philippin radiu spring string tremolo vintag,"[4, 9, 10, 37]",
O6aOyYDQPx8,attorney avenu ax break bunni choos cisero dent district dont fuzzi go harvey kill leper like mob moral noth one ru rule save sensibl str theyll theyr truth victim want without youd your,"[268, 755]",
1JO-mg-Phf0,babi fur happi huh know rememb sweetheart ti tiger traumat yeah zoe,"[15, 18, 67, 140]",
1L4D5zop5xY,aest aum battl break choos clariti confus cuz dont fight harest hest ill im instig know mean never one realiz scream theag tightli tonight worldal worth wound,"[2, 7, 48]",
gG0W8GShZKo,accord act clandestin code conscienc document east essenti extrem forth indonesia involv journalist mao messag movement oper opportun prison resist riski role shadow shenana timor tourism wester,[25],
gJ7T7JOVTCE,calc calcul formula gram hydroxid lye number percent percentag potassium ratio recip shave soap sodium use,"[11, 1203]",
JyOteei0vUI,music,"[2, 45, 51, 56, 212]",
zlQ7ls1kECs,care cartoon foster franki friend guy imaginari madam she theori,"[5, 16]",
9-mCF-3YsnY,brussel butteri carrot collard cornbread cranberri cream dish onion pecan potato recip roast sauc sprout squash sweet tart thanksgiv,"[11, 20, 22, 29, 32, 112, 122, 221]",
iFwizLhA2P4,across circular energi movement punch still straight uppercut,"[92, 110]",
AhOHIXAT8fI,aak applaus everi go haan know list lome music one place song time two vers would yell,"[3, 4, 6, 9, 10]",
AYTVBOFUttY,balanc bl crash defeat end final guid life music must night shadow shall strike within,"[4, 9, 37, 111]",
u2bnu8YXWTM,coffe cupcak donut good im mr pig,"[11, 29, 123, 368, 1540]",
rGbDaTXke4s,bobber boom bottom byte catch cri dont fish jig laker mainlin misspok nip oh perch pound rig spring test that think tini trout weight,"[43, 60, 642]",
fBVcX_GdZas,aint babe babi barbershop caus cooper drama evapor everywher follow girl gonna gotta hey ima lyle mama pass slay studio track trip wanna,[14],
sfNJFnWZ-Nc,album boat darl gentli go got heaven merrili money pocketbook row sing,"[133, 325]",
ps867Yk-3KE,biscuit board brad build epoxi nosara notic peopl surf surfboard surfer well yeah,"[182, 392]",
PfxlHkEqHwM,binder card comment dragon ebay ghost go know like lot messag offer playmat rememb send sometim stuff trade uh yeah,"[0, 217, 412, 447]",
JQSWIey2fXI,ass barber battl brazillion call cemeteri cosbi cuz dumb dumpi face fool gold hannib henrietta ill lawrenc letter loer mr mur neck panti poar remak sweater teabag trolley verion,"[5, 16, 244, 292, 2388]",
n7xhnjN8i_E,bang clip domin doubl enjoy five guy kill lobbi nice number play see sniper spray surpris top week,"[0, 1, 36, 185]",
DSICRRAQYH8,applaus charleston choreograph club com deserv donat dva fantast fashion fre incred leukemia music novel pare produc reck ronni show societi year,"[8, 18, 66, 67, 1785]",
DVgyA2obLOQ,actual float fun game goofi graviti grenad halo know laser like littl lobbi map mini plasma pretti space uh um zealot,"[0, 1, 157, 481, 681, 1941, 2240]",
2FogG8he8kA,awesom battl card deck got guy hollow larvitar mint pack piec poli prime rare roserad sleev toad trade trainer two tyranitar um,"[0, 81, 215, 217, 447, 790]",
2H0Thj5IyiY,music,"[0, 1, 5, 1607]",
2IjdLgEo7hs,ad addit also grip help horn howev isog kak long longdist mile motorcycl mustang peg ride saddl slack stock trip um vulcan,"[2, 30, 196, 940]",
2I0SPzJ_OD8,armor dark deceit divin earth give justic left light predestin rise stand wrap,[12],
jPLKKHmIROo,advantag anti bill bit bravo build compar costellano curri deck gear gia given goblin guy kau kippur look lot maxi meta mispronounc ok oppos page play post request slower top upstart veiler yom yugioh,"[0, 412, 447]",
jX8xVNYThA8,definit dont dp fierc gonna good im knew know like match matchup option player realli roundhous think tri uh util,"[0, 1, 69, 193, 568, 589]",
RGYPUFTSu8A,challeng condit fiveway fret gibson guard guitar like maraud one pickup rare switch um,"[9, 10, 37]",
80qgGkvfaQ8,bli fore gloriou gove music spee war,"[3, 4, 9, 10, 38]",
81T48M8RqNM,color eat man monoi song squeez women wouldnt,"[11, 20, 22, 32, 112, 444, 472]",
SR5yhmeWtJw,music,"[25, 230]",
bUgXsg5YUvM,forg got graphic graphicscom honda kit price quad realli sled sticker uh um wrap,"[2, 30]",
3dWkjBONdYk,audienc ballroom chelsea danc fox go great im jive joy judg jve know like lou realli right score week whack,[8],
5h2PWM4g5_0,anyway click desktop download go gonna instal launcher magic minecraft mod optifin uh would your,[27],
5ABEpiSPfws,bird born cheat come dont gentl get giraff go gosh he joe male oh okay rhino run skull sweeti theyr tr wow your,"[15, 509, 1816, 2794, 3427]",
fMIKr5tpGc4,anywher applaus foreign isnt life like music never person place said start thank thought want would,"[5, 1567]",
wcWKN_mkz_w,ace bank blackjack bust card gutshot matchstick nine play pontoon show similar take ten twentyon,"[0, 215, 217, 611, 3629]",
Luaxo8tZmBU,music,"[2, 7, 48, 196, 213, 1825, 2192]",
Ly0nS2ly-3s,add babi carrot chop delici diet iron lentil meal need onion pure rich veget vegetarian vitamin,"[11, 20, 22, 29, 32, 122, 3611]",
mth_yu55BHI,brace competit front lift morti mortis phillipa pit scoop,[259],
ULrBPeajMGY,accommod diamet drive groov gun knob matic miller millermat roll safeti shaft size spool tension wire,"[62, 3057]",
RJ1mXqRdKSI,ak ass better black bo br dad daddi got gotow heaven im mar money music pum raer take tell togeth weather whatev,[578],
NgcwwGTWIsQ,cut diagon fabric fat keep length magazin mine scrap seam sew squar strip use youll,"[1300, 1638]",
NhGLZP86YQo,billion budget congress defens dollar fund includ invest pentagon propos train troop,[1046],
NoM2ObaP_js,ah applaus downtown music,"[2, 7]",
6pWqCbUJO_o,black color dress eyelin guy kind know lash like necklac outfit realli um wedg,"[39, 293]",
6uGZNTzCr-c,aircraft airplan antiship aspect atf avoid bomb cadet character demonstr dog enemi engag fighter flatpack flight irm mikoyan mquan multirol project refit rud strike,"[1, 155, 264, 377]",
Fz3SWfHnBe0,colonist dog ellen fire found funki go good heik hmm imani jana let money park picnicki playground pocket seem spot stare wrong yeah,"[26, 466]",
VoVbu7szICA,bluetooth connect delet demonstr drum go im instrument ipad iphon jam music mute record session smart string theyr um,"[24, 74, 131, 209]",
VP5twJWzulA,ass broke drink oh pimp say smoke theight will yeah your,"[0, 12]",
j8WTPqy-6js,amaz caitlyn enemi episod flash get goe janna jump kill land nunu play sejuani shadow sonic swap team vayn wall,"[0, 1, 42, 111]",
aYxdVQI86KU,foreign,"[62, 251, 1408]",
FVdSPAhRWUk,ash bad captur chanc embarrass episod gem gold gotta guy kill leash liashi liyashi loper lyashi minion oh percent reviv right sorri trap um valan war,"[0, 1]",
FXqR7bk5PMM,bit blackfir cycl glitch lag littl mele move pile pistol uh um weapon zombi,"[0, 1, 799, 815]",
XQPEZ4x5TC0,abe air applaus contrast danc feroci fight havind im louie music name remix singh slight taekwondo taond taw tk tkd um walsh wow ye youk,"[6, 8]",
lWAzfsdZGig,goodand great ide power,"[0, 1, 9, 28, 512, 779]",
q9kwI-pSpKE,absolut ambros brad cantar english gardner garon goal keeper magnific strike volley win wonder,"[0, 12, 91]",
qAzt7ODAwyY,corp defens factor floyd got leagu madden mccoy mobil number quarterback receiv tannehil team use,"[0, 1, 450]",
TR7LaRVTdlA,attract chandeli club concept disney disneyland fair guest origin orlean park pavilion room trophi vip walt watercolor,"[136, 141, 396]",
dBK2QezyeOo,applaus creatur feel look monster music window,"[0, 5, 759]",
nzbD-1c5RjI,ass cake call chess cube damn duti facebook floppi halo hate hell highfiv inciner last lost memo mesa myspac nice oh omg rofl see sherlock wtf,"[0, 1, 5, 1021, 1110]",
YgxpqbFc_Gg,actual album brown button devic inbox jame kim launch look matt media photo pretti send show three white zoom zune,"[21, 24, 288, 1629]",
UCDsWCx_nH0,boot bring comput cooki drive go guy im joke mac mall password realli spin tomorrow upgrad video,[39],
UF3i84lwX5A,cri day dont forev heart hold ill know music strong youll,[282],
o5uygqCyU5c,bean cayenn cook cowboy cumin four go gonna heat im meal minut pan pepper pinto reserv salsa sear steak,"[11, 20, 22, 29, 32, 122, 123, 892]",
Z3dMgEoMhwo,byte craft design eight ident leica len lens lux optic set sumalux truck uh um,"[146, 158, 279, 439, 3561]",
2Au7IZyPs14,applaus bang breakfast music,"[3, 8]",
YGkfzOgW5Do,agami akira alonda applaus arab caputo cara cuca daha doge econo eid gosselin hueco katoa kitab konnichiwa kotoba lo looga minnasan modesto omoshiroi onaji panera pasando que sadiku salgo santouka skiddo toda todo votan zydeco,"[15, 18, 43, 59, 101, 1032]",
RuXthIITuPA,boulder climb fig figur high like magic music problem purest realli rope sequenc smear thing understand wo wood,"[353, 673]",
IG-E8_pXV98,anim bean channel christma click cool frozen get go guy interest jelli key realli review sister thought uh um unbox video,"[11, 99]",
Vk5n5lh5Auo,athlet calvin continu draft footbal he johnson know lion list nfl number player receiv record strength wide,"[0, 79]",
OGvT5Tdq2-A,bleach blond grow hair happi hat havent im inch know like long month realli shampoo shave,[50],
jGQWSXAmTLI,appoint ask bitch blind breath calam came cant constantli counselor cu cuz doctor earth explain finger grab harass jane join law lip love og ounc plum real recollect relationship si sinc steal swinger tak tri unemploy wr,"[68, 72, 98]",
9Hpe4zapSNQ,babe bike collid cowi crack cracki dirt gotta hous interview muddi oprah oregon pancak pretti ride styleback track um waffl winfrey,"[2, 17, 19, 30, 55, 143, 1557]",
MYAT481L3vQ,africa anim cecil dentist dr guid hunt kill legal lion minnesota outrag palmer report walter zimbabw,"[509, 533]",
MePMWjeSJVI,abyss belli broke crawl dare daughter destroy escap ess estu fare fool jasin jess master mother music promis ramon ron scale selen selin sent shall shuriken soft spare ted treacheri us weapon wizard,"[5, 16]",
XFV8fzjN-84,book call card credit dial feel got ireland medium number psychic read reader servic sort spend tarot um weve youv,[1019],
PuuonhI9N5w,cm converg corona earth erupt europ flare flux hole neg note observatori philippin solar south spot surg weather wind,"[179, 468, 635, 700, 1120]",
EEFv5So7KnA,ass cast cold cre damn day drink happ hki holi make music night spre un,"[0, 1, 219]",
lmm98N-9FFA,blinker clean clunk control doesnt drive great immacul light lug minivan nib paint pontiac radio rear reflect right run seat see super tire tread van vehicl weir work,"[2, 7, 104, 508, 1106, 1298]",
ZfR5mrdd-lA,catch chill florid florida home king nigg real repres round state,[14],
